source	SYMBOL	GENEID	DB_ID	NS-SCORE	NWS-SCORE	ND-SCORE	NWD-SCORE	Z-SCORE	WEIGHT FACTOR	RATIO	AVE. APSM	FOUND IN	DESCRIPTION
293T_HA-HERC2_F1_Exp3	PELP1	27043	sp|Q8IZL8-2|PELP1_HUMAN	0.48	0.43	1.17	1	5.71	1	6/191	1	2	proline, glutamate and leucine rich protein 1
293T_HA-HERC2_F1_Exp3	NCLN	56926	sp|Q969V3-2|NCLN_HUMAN	0.48	0.43	1.17	1	4.57	1	6/191	1	2	nicalin
293T_HA-HERC2_F1_Exp4	HERC2	8924	sp|O95714|HERC2_HUMAN	9.82	10.62	20.8	25.14	13.31	1.41	8/191	565	2	hect domain and RLD 2
293T_HA-HERC2_F1_Exp4	NDUFA11	126328	sp|Q86Y39-2|NDUAB_HUMAN	1.65	1.5	9.9	8.49	14.21	1	1/191	2	2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa
293T_HA-HERC2_F1_Exp4	CBWD1	55871	sp|Q9BRT8-3|CBWD1_HUMAN	1.65	1.5	9.9	8.49	14.21	1	1/191	2	2	COBW domain containing 1
293T_HA-HERC2_F1_Exp4	KDELR1	10945	sp|P24390|ERD21_HUMAN	1.65	1.5	9.9	8.49	14.21	1	1/191	2	2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1
293T_HA-HERC2_F1_Exp4	HLA-DQB1	3119	tr|A2AAZ0|A2AAZ0_HUMAN	1.65	1.5	9.9	8.49	14.21	1	1/191	2	2	major histocompatibility complex, class II, DQ beta 1
293T_HA-HERC2_F1_Exp4	ESRP2	80004	sp|Q9H6T0-2|ESRP2_HUMAN	1.17	1.06	7	6	14.14	1	1/191	1	2	epithelial splicing regulatory protein 2
293T_HA-HERC2_F1_Exp4	CCDC22	28952	sp|O60826|CCD22_HUMAN	2.26	2.06	6.78	5.81	8.9	1	4/191	15	2	coiled-coil domain containing 22
293T_HA-HERC2_F1_Exp4	HERC1	8925	sp|Q15751|HERC1_HUMAN	2.26	2.06	6.78	5.81	11.15	1	4/191	15	2	hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 1
293T_HA-HERC2_F1_Exp4	ARMCX5	64860	sp|Q6P1M9|ARMX5_HUMAN	1.43	1.3	6.06	5.2	12.96	1	2/191	3	2	armadillo repeat containing, X-linked 5
293T_HA-HERC2_F1_Exp4	WWOX	51741	sp|Q9NZC7-2|WWOX_HUMAN	1.43	1.3	6.06	5.2	9.58	1	2/191	3	2	WW domain containing oxidoreductase
293T_HA-HERC2_F1_Exp4	COMMD4	54939	sp|Q9H0A8|COMD4_HUMAN	1.51	1.37	5.22	4.47	10.53	1	3/191	5	2	COMM domain containing 4
293T_HA-HERC2_F1_Exp4	SLC25A4	291	sp|P12235|ADT1_HUMAN	1.81	1.67	4.85	4.28	10.89	1.03	5/191	12	2	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4
293T_HA-HERC2_F1_Exp4	NCAPD3	23310	sp|P42695|CNDD3_HUMAN	1.17	1.06	4.95	4.24	7.58	1	2/191	2	2	non-SMC condensin II complex, subunit D3
293T_HA-HERC2_F1_Exp4	KIRREL	55243	sp|Q96J84-2|KIRR1_HUMAN	1.17	1.06	4.95	4.24	9.9	1	2/191	2	2	kin of IRRE like (Drosophila)
293T_HA-HERC2_F1_Exp4	C10orf118	55088	sp|Q7Z3E2|CJ118_HUMAN	1.55	1.41	4.63	3.97	10.33	1	4/191	7	2	chromosome 10 open reading frame 118
293T_HA-HERC2_F1_Exp4	COMMD1	150684	sp|Q8N668|COMD1_HUMAN	1.17	1.06	4.04	3.46	11	1	3/191	3	2	copper metabolism (Murr1) domain containing 1
293T_HA-HERC2_F1_Exp4	GRB7	2886	sp|Q14451|GRB7_HUMAN	1.17	1.06	4.04	3.46	11	1	3/191	3	2	growth factor receptor-bound protein 7
293T_HA-HERC2_F1_Exp4	EME1	146956	sp|Q96AY2-2|EME1_HUMAN	1.31	1.19	3.91	3.35	6.1	1	4/191	5	2	essential meiotic endonuclease 1 homolog 1 (S. pombe)
293T_HA-HERC2_F1_Exp4	NEURL4	84461	sp|Q96JN8-2|NEUL4_HUMAN	1.49	1.47	3.16	3.19	5.69	1.18	8/191	13	2	neuralized homolog 4 (Drosophila)
293T_HA-HERC2_F1_Exp4	CALCA	796	sp|P06881|CALCA_HUMAN	0.83	0.75	3.5	3	9.9	1	2/191	1	2	calcitonin-related polypeptide alpha
293T_HA-HERC2_F1_Exp4	TRIM65	201292	sp|Q6PJ69|TRI65_HUMAN	0.83	0.75	3.5	3	9.9	1	2/191	1	2	tripartite motif containing 65
293T_HA-HERC2_F1_Exp4	NUBPL	80224	sp|Q8TB37|NUBPL_HUMAN	0.83	0.75	3.5	3	9.9	1	2/191	1	2	nucleotide binding protein-like
293T_HA-HERC2_F1_Exp4	PNKD	25953	sp|Q8N490-2|PNKD_HUMAN	0.83	0.75	3.5	3	6.13	1	2/191	1	2	paroxysmal nonkinesigenic dyskinesia
293T_HA-HERC2_F1_Exp4	WDR91	29062	sp|A4D1P6-2|WDR91_HUMAN	0.83	0.75	3.5	3	9.9	1	2/191	1	2	WD repeat domain 91
293T_HA-HERC2_F1_Exp4	C19orf43	79002	sp|Q9BQ61|CS043_HUMAN	0.83	0.75	3.5	3	9.9	1	2/191	1	2	chromosome 19 open reading frame 43
293T_HA-HERC2_F1_Exp4	HLA-E	3133	sp|P13747|HLAE_HUMAN	0.95	0.87	3.3	2.83	7.88	1	3/191	2	2	major histocompatibility complex, class I, E
293T_HA-HERC2_F1_Exp4	ECI2	10455	sp|O75521-2|ECI2_HUMAN	0.95	0.87	3.3	2.83	11	1	3/191	2	2	enoyl-CoA delta isomerase 2
293T_HA-HERC2_F1_Exp4	SLC25A22	79751	sp|Q9H936|GHC1_HUMAN	0.95	0.87	3.3	2.83	7.3	1	3/191	2	2	solute carrier family 25 (mitochondrial carrier: glutamate), member 22
293T_HA-HERC2_F1_Exp4	SLC25A19	60386	sp|Q9HC21|TPC_HUMAN	0.95	0.87	3.3	2.83	11	1	3/191	2	2	solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19
293T_HA-HERC2_F1_Exp4	WDR81	124997	sp|Q562E7-2|WDR81_HUMAN	0.95	0.87	3.3	2.83	11	1	3/191	2	2	WD repeat domain 81
293T_HA-HERC2_F1_Exp4	ZBTB5	9925	sp|O15062|ZBTB5_HUMAN	1.17	1.06	3.13	2.68	7.92	1	5/191	5	2	zinc finger and BTB domain containing 5
293T_HA-HERC2_F1_Exp4	RNGTT	8732	sp|O60942-2|MCE1_HUMAN	1.01	0.92	3.03	2.6	6.53	1	4/191	3	2	RNA guanylyltransferase and 5'-phosphatase
293T_HA-HERC2_F1_Exp4	COMMD3	23412	sp|Q9UBI1|COMD3_HUMAN	1.01	0.92	3.03	2.6	7.97	1	4/191	3	2	COMM domain containing 3
293T_HA-HERC2_F1_Exp4	COMMD8	54951	sp|Q9NX08|COMD8_HUMAN	1.01	0.92	3.03	2.6	7.97	1	4/191	3	2	COMM domain containing 8
293T_HA-HERC2_F1_Exp4	EPHA7	2045	sp|Q15375|EPHA7_HUMAN	1.17	1.06	2.86	2.45	9.69	1	6/191	6	2	EPH receptor A7
293T_HA-HERC2_F1_Exp4	TUBA1C	84790	sp|Q9BQE3|TBA1C_HUMAN	1.74	1.58	2.78	2.39	3.39	1	14/191	31	2	tubulin, alpha 1c
293T_HA-HERC2_F1_Exp4	UBE2O	63893	sp|Q9C0C9|UBE2O_HUMAN	0.78	0.93	1.56	2.29	2.7	1.72	9/191	4	2	ubiquitin-conjugating enzyme E2O
293T_HA-HERC2_F1_Exp4	TUBAL3	79861	sp|A6NHL2-2|TBAL3_HUMAN	1.07	0.97	2.61	2.24	5.84	1	6/191	5	2	tubulin, alpha-like 3
293T_HA-HERC2_F1_Exp4	MUS81	80198	sp|Q96NY9|MUS81_HUMAN	0.83	0.75	2.47	2.12	2.41	1	4/191	2	2	MUS81 endonuclease homolog (S. cerevisiae)
293T_HA-HERC2_F1_Exp4	GRIPAP1	56850	sp|Q4V328-3|GRAP1_HUMAN	0.83	0.75	2.47	2.12	8.57	1	4/191	2	2	GRIP1 associated protein 1
293T_HA-HERC2_F1_Exp4	COMMD2	51122	sp|Q86X83|COMD2_HUMAN	0.83	0.75	2.47	2.12	8.57	1	4/191	2	2	COMM domain containing 2
293T_HA-HERC2_F1_Exp4	SLC27A2	11001	sp|O14975|S27A2_HUMAN	0.83	0.75	2.47	2.12	10.37	1	4/191	2	2	solute carrier family 27 (fatty acid transporter), member 2
293T_HA-HERC2_F1_Exp4	HLA-A	3105	sp|P04439|1A03_HUMAN	0.91	0.82	2.42	2.08	8.17	1	5/191	3	2	major histocompatibility complex, class I, A
293T_HA-HERC2_F1_Exp4	MLF2	8079	sp|Q15773|MLF2_HUMAN	0.77	0.82	1.73	2.08	2.94	1.4	7/191	3	2	myeloid leukemia factor 2
293T_HA-HERC2_F1_Exp4	FAM69B	138311	sp|Q5VUD6-2|FA69B_HUMAN	0.67	0.61	2.33	2	8.17	1	3/191	1	2	family with sequence similarity 69, member B
293T_HA-HERC2_F1_Exp4	PEX19	5824	sp|P40855-5|PEX19_HUMAN	0.67	0.61	2.33	2	8.17	1	3/191	1	2	peroxisomal biogenesis factor 19
293T_HA-HERC2_F1_Exp4	GPX1	2876	sp|P07203|GPX1_HUMAN	0.67	0.61	2.33	2	5.44	1	3/191	1	2	glutathione peroxidase 1
293T_HA-HERC2_F1_Exp4	PIK3R1	5295	sp|P27986-4|P85A_HUMAN	0.67	0.61	2.33	2	8.17	1	3/191	1	2	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)
293T_HA-HERC2_F1_Exp4	ATP6V1A	523	sp|P38606|VATA_HUMAN	0.67	0.61	2.33	2	8.17	1	3/191	1	2	ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A
293T_HA-HERC2_F1_Exp4	SLC25A21	89874	sp|Q9BQT8|ODC_HUMAN	0.67	0.61	2.33	2	8.17	1	3/191	1	2	solute carrier family 25 (mitochondrial oxodicarboxylate carrier), member 21
293T_HA-HERC2_F1_Exp4	DCAF8	50717	sp|Q5TAQ9-2|DCAF8_HUMAN	0.67	0.61	2.33	2	8.17	1	3/191	1	2	DDB1 and CUL4 associated factor 8
293T_HA-HERC2_F1_Exp4	SLC2A1	6513	sp|P11166|GTR1_HUMAN	0.67	0.61	2.33	2	8.17	1	3/191	1	2	solute carrier family 2 (facilitated glucose transporter), member 1
293T_HA-HERC2_F1_Exp4	KIF20A	10112	sp|O95235|KI20A_HUMAN	0.74	0.67	1.98	1.7	2.68	1	5/191	2	2	kinesin family member 20A
293T_HA-HERC2_F1_Exp4	TBK1	29110	sp|Q9UHD2|TBK1_HUMAN	0.62	0.64	1.41	1.55	1.32	1.28	7/191	2	2	TANK-binding kinase 1
293T_HA-HERC2_F1_Exp4	CDIPT	10423	sp|O14735|CDIPT_HUMAN	0.83	0.75	1.75	1.5	7.13	1	8/191	4	2	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
293T_HA-HERC2_F1_Exp4	PREB	10113	sp|Q9HCU5|PREB_HUMAN	0.58	0.53	1.75	1.5	7	1	4/191	1	2	prolactin regulatory element binding
293T_HA-HERC2_F1_Exp4	HLA-C	3107	sp|P10321|1C07_HUMAN	0.87	0.79	1.74	1.49	7.04	1	9/191	5	2	major histocompatibility complex, class I, C
293T_HA-HERC2_F1_Exp4	CDC42EP1	11135	sp|Q00587-2|BORG5_HUMAN	0.77	0.7	1.73	1.49	10.54	1	7/191	3	2	CDC42 effector protein (Rho GTPase binding) 1
293T_HA-HERC2_F1_Exp4	C18orf55	29090	sp|Q9BVV7|TI21L_HUMAN	0.67	0.61	1.65	1.41	9.33	1	6/191	2	2	chromosome 18 open reading frame 55
293T_HA-HERC2_F1_Exp4	PSMD6	9861	sp|Q15008|PSMD6_HUMAN	0.55	0.73	0.78	1.41	0.08	2.11	18/191	4	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 6
293T_HA-HERC2_F1_Exp4	SLC25A10	1468	sp|Q9UBX3-2|DIC_HUMAN	0.67	0.61	1.65	1.41	5.57	1	6/191	2	2	solute carrier family 25 (mitochondrial carrier; dicarboxylate transporter), member 10
293T_HA-HERC2_F1_Exp4	CLU	1191	sp|P10909-2|CLUS_HUMAN	0.67	0.61	1.65	1.41	9.33	1	6/191	2	2	clusterin
293T_HA-HERC2_F1_Exp4	KRT75	9119	sp|O95678|K2C75_HUMAN	0.67	0.67	1.35	1.39	1.29	1.2	9/191	3	2	keratin 75
293T_HA-HERC2_F1_Exp4	FDFT1	2222	sp|P37268|FDFT_HUMAN	0.83	0.75	1.57	1.34	5.64	1	10/191	5	2	farnesyl-diphosphate farnesyltransferase 1
293T_HA-HERC2_F1_Exp4	RHBDD2	57414	sp|Q6NTF9|RHBD2_HUMAN	0.62	0.57	1.41	1.21	8.52	1	7/191	2	2	rhomboid domain containing 2
293T_HA-HERC2_F1_Exp4	ESPL1	9700	sp|Q14674|ESPL1_HUMAN	0.52	0.48	1.4	1.2	6.06	1	5/191	1	2	extra spindle pole bodies homolog 1 (S. cerevisiae)
293T_HA-HERC2_F1_Exp4	ATP5J	522	sp|P18859|ATP5J_HUMAN	0.52	0.48	1.4	1.2	6.06	1	5/191	1	2	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6
293T_HA-HERC2_F1_Exp4	SFXN4	119559	sp|Q6P4A7|SFXN4_HUMAN	0.67	0.61	1.35	1.15	5.71	1	9/191	3	2	sideroflexin 4
293T_HA-HERC2_F1_Exp4	FANCI	55215	sp|Q9NVI1|FANCI_HUMAN	0.79	0.72	1.32	1.13	7.89	1	13/191	6	2	Fanconi anemia, complementation group I
293T_HA-HERC2_F1_Exp4	SLC25A12	8604	sp|O75746|CMC1_HUMAN	0.7	0.64	1.27	1.09	5.13	1	11/191	4	2	solute carrier family 25 (mitochondrial carrier, Aralar), member 12
293T_HA-HERC2_F1_Exp4	GLUD1	2746	sp|P00367|DHE3_HUMAN	0.7	0.64	1.27	1.09	5.35	1	11/191	4	2	glutamate dehydrogenase 1
293T_HA-HERC2_F1_Exp4	EIF3C	8663	sp|Q99613|EIF3C_HUMAN	0.48	0.7	0.49	1.07	0.22	2.55	35/191	6	2	eukaryotic translation initiation factor 3, subunit C
293T_HA-HERC2_F1_Exp4	AUP1	550	sp|Q9Y679-2|AUP1_HUMAN	0.58	0.53	1.24	1.06	5.08	1	8/191	2	2	ancient ubiquitous protein 1
293T_HA-HERC2_F1_Exp4	ACSL3	2181	sp|O95573|ACSL3_HUMAN	0.64	0.58	1.21	1.04	5.43	1	10/191	3	2	acyl-CoA synthetase long-chain family member 3
293T_HA-HERC2_F1_Exp4	TMEM165	55858	sp|Q9HC07|TM165_HUMAN	0.64	0.58	1.21	1.04	6.93	1	10/191	3	2	transmembrane protein 165
293T_HA-HERC2_F1_Exp4	CRKL	1399	sp|P46109|CRKL_HUMAN	0.67	0.61	1.17	1	6.47	1	12/191	4	2	v-crk sarcoma virus CT10 oncogene homolog (avian)-like
293T_HA-HERC2_F1_Exp4	GEMIN4	50628	sp|P57678|GEMI4_HUMAN	0.48	0.43	1.17	1	3.17	1	6/191	1	2	gem (nuclear organelle) associated protein 4
293T_HA-HERC2_F2_Exp1	HERC2	8924	sp|O95714|HERC2_HUMAN	4.05	4.35	8.57	10.22	7.49	1.39	8/191	96	2	hect domain and RLD 2
293T_HA-HERC2_F2_Exp1	MAVS	57506	sp|Q7Z434|MAVS_HUMAN	0.83	0.75	3.5	3	9.9	1	2/191	1	2	mitochondrial antiviral signaling protein
293T_HA-HERC2_F2_Exp1	SPTLC2	9517	sp|O15270|SPTC2_HUMAN	0.91	0.82	2.42	2.08	11.38	1	5/191	3	2	serine palmitoyltransferase, long chain base subunit 2
293T_HA-HERC2_F2_Exp1	HLA-A	3105	sp|P04439|1A03_HUMAN	0.74	0.67	1.98	1.7	5.39	1	5/191	2	2	major histocompatibility complex, class I, A
293T_HA-HERC2_F2_Exp1	HM13	81502	sp|Q8TCT9-5|HM13_HUMAN	0.58	0.53	1.75	1.5	7	1	4/191	1	2	histocompatibility (minor) 13
293T_HA-HERC2_F2_Exp1	VDAC2	7417	sp|P45880-1|VDAC2_HUMAN	0.83	0.75	1.75	1.5	9.12	1	8/191	4	2	voltage-dependent anion channel 2
293T_HA-HERC2_F2_Exp1	PSMD1	5707	sp|Q99460-2|PSMD1_HUMAN	0.4	0.65	0.41	1.11	0.09	3.13	34/191	4	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1
293T_HA-HERC2_F2_Exp1	PSMD11	5717	sp|O00231|PSD11_HUMAN	0.4	0.58	0.47	1.02	0	2.55	26/191	3	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11
293T_HA-HERC2_F2_Exp2	HERC2	8924	sp|O95714|HERC2_HUMAN	3.3	3.52	7	8.22	5.44	1.37	8/191	64	2	hect domain and RLD 2
293T_HA-HERC2_F2_Exp2	ASAH1	427	sp|Q13510-2|ASAH1_HUMAN	1.17	1.06	7	6	14.14	1	1/191	1	2	N-acylsphingosine amidohydrolase (acid ceramidase) 1
293T_HA-HERC2_F2_Exp2	CST4	1472	sp|P01036|CYTS_HUMAN	0.83	0.75	3.5	3	9.9	1	2/191	1	2	cystatin S
293T_HA-HERC2_F2_Exp2	ZG16B	124220	sp|Q96DA0|ZG16B_HUMAN	0.58	0.65	1.75	2.27	0.54	1.51	4/191	1	2	zymogen granule protein 16 homolog B (rat)
293T_HA-HERC2_F2_Exp2	NCCRP1	342897	sp|Q6ZVX7|NCRP1_HUMAN	0.67	0.61	2.33	2	8.17	1	3/191	1	2	non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)
293T_HA-HERC2_F2_Exp2	KRT80	144501	sp|Q6KB66-2|K2C80_HUMAN	1.17	1.06	1.87	1.6	7.46	1	14/191	14	2	keratin 80
293T_HA-HERC2_F2_Exp2	CTSA	5476	sp|P10619|PPGB_HUMAN	0.58	0.53	1.75	1.5	7	1	4/191	1	2	cathepsin A
293T_HA-HERC2_F2_Exp2	BLMH	642	sp|Q13867|BLMH_HUMAN	0.62	0.57	1.41	1.21	5.39	1	7/191	2	2	bleomycin hydrolase
293T_HA-HERC2_F2_Exp2	PELP1	27043	sp|Q8IZL8-2|PELP1_HUMAN	0.48	0.43	1.17	1	5.71	1	6/191	1	2	proline, glutamate and leucine rich protein 1
293T_HA-HERC2_F2_Exp3	HERC2	8924	sp|O95714|HERC2_HUMAN	2.83	3.01	6	6.99	4.13	1.36	8/191	47	2	hect domain and RLD 2
293T_HA-HERC2_F2_Exp3	PSMB4	5692	sp|P28070|PSB4_HUMAN	0.72	0.66	1.2	1.03	4.66	1	13/191	5	2	proteasome (prosome, macropain) subunit, beta type, 4
293T_HA-HERC2_F2_Exp3	TEX10	54881	sp|Q9NXF1|TEX10_HUMAN	0.48	0.43	1.17	1	4.57	1	6/191	1	2	testis expressed 10
293T_HA-HERC2_F3_Exp1	HERC2	8924	sp|O95714|HERC2_HUMAN	5.22	5.63	11.07	13.29	10.11	1.4	8/191	160	2	hect domain and RLD 2
293T_HA-HERC2_F3_Exp1	ITPR2	3709	sp|Q14571|ITPR2_HUMAN	1.65	1.5	9.9	8.49	14.21	1	1/191	2	2	inositol 1,4,5-triphosphate receptor, type 2
293T_HA-HERC2_F3_Exp1	PTPN1	5770	sp|P18031|PTN1_HUMAN	1.65	1.5	9.9	8.49	14.21	1	1/191	2	2	protein tyrosine phosphatase, non-receptor type 1
293T_HA-HERC2_F3_Exp1	GNA13	10672	sp|Q14344|GNA13_HUMAN	1.65	1.5	9.9	8.49	14.21	1	1/191	2	2	guanine nucleotide binding protein (G protein), alpha 13
293T_HA-HERC2_F3_Exp1	FNDC3A	22862	sp|Q9Y2H6-2|FND3A_HUMAN	1.17	1.06	7	6	14.14	1	1/191	1	2	fibronectin type III domain containing 3A
293T_HA-HERC2_F3_Exp1	EPCAM	4072	sp|P16422|EPCAM_HUMAN	1.43	1.3	6.06	5.2	12.96	1	2/191	3	2	epithelial cell adhesion molecule
293T_HA-HERC2_F3_Exp1	NCOA4	8031	sp|Q13772|NCOA4_HUMAN	1.43	1.37	4.29	4.08	13.22	1.11	4/191	6	2	nuclear receptor coactivator 4
293T_HA-HERC2_F3_Exp1	MAVS	57506	sp|Q7Z434|MAVS_HUMAN	0.83	0.75	3.5	3	9.9	1	2/191	1	2	mitochondrial antiviral signaling protein
293T_HA-HERC2_F3_Exp1	LACTB	114294	sp|P83111|LACTB_HUMAN	0.83	0.75	3.5	3	9.9	1	2/191	1	2	lactamase, beta
293T_HA-HERC2_F3_Exp1	NEK11	79858	sp|Q8NG66-4|NEK11_HUMAN	0.95	0.87	3.3	2.83	11	1	3/191	2	2	NIMA (never in mitosis gene a)- related kinase 11
293T_HA-HERC2_F3_Exp1	HLA-E	3133	sp|P13747|HLAE_HUMAN	0.95	0.87	3.3	2.83	7.88	1	3/191	2	2	major histocompatibility complex, class I, E
293T_HA-HERC2_F3_Exp1	LMNB2	84823	sp|Q03252|LMNB2_HUMAN	0.67	0.61	2.33	2	8.17	1	3/191	1	2	lamin B2
293T_HA-HERC2_F3_Exp1	TUBA1C	84790	sp|Q9BQE3|TBA1C_HUMAN	1.29	1.17	2.06	1.77	1.75	1	14/191	17	2	tubulin, alpha 1c
293T_HA-HERC2_F3_Exp1	FTH1	2495	sp|P02794|FRIH_HUMAN	0.83	0.75	2.02	1.73	6.66	1	6/191	3	2	ferritin, heavy polypeptide 1
293T_HA-HERC2_F3_Exp1	MLEC	9761	sp|Q14165|MLEC_HUMAN	0.74	0.67	1.98	1.7	9.85	1	5/191	2	2	malectin
293T_HA-HERC2_F3_Exp1	PSMD1	5707	sp|Q99460-2|PSMD1_HUMAN	0.6	0.97	0.62	1.66	0.36	3.13	34/191	9	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1
293T_HA-HERC2_F3_Exp1	LMNA	4000	sp|P02545|LMNA_HUMAN	0.58	0.65	1.24	1.56	2.32	1.47	8/191	2	2	lamin A/C
293T_HA-HERC2_F3_Exp1	HM13	81502	sp|Q8TCT9-5|HM13_HUMAN	0.58	0.53	1.75	1.5	7	1	4/191	1	2	histocompatibility (minor) 13
293T_HA-HERC2_F3_Exp1	BIRC6	57448	sp|Q9NR09|BIRC6_HUMAN	0.58	0.53	1.75	1.5	5.11	1	4/191	1	2	baculoviral IAP repeat containing 6
293T_HA-HERC2_F3_Exp1	C19orf2	8725	sp|O94763-2|RMP_HUMAN	0.58	0.53	1.75	1.5	1.92	1	4/191	1	2	chromosome 19 open reading frame 2
293T_HA-HERC2_F3_Exp1	PPM1B	5495	sp|O75688-2|PPM1B_HUMAN	0.58	0.53	1.75	1.5	7	1	4/191	1	2	protein phosphatase, Mg2+/Mn2+ dependent, 1B
293T_HA-HERC2_F3_Exp1	COPB2	9276	sp|P35606|COPB2_HUMAN	1.02	1.06	1.22	1.37	9.13	1.31	25/191	19	2	coatomer protein complex, subunit beta 2 (beta prime)
293T_HA-HERC2_F3_Exp1	OBSL1	23363	sp|O75147-1|OBSL1_HUMAN	0.48	0.5	1.17	1.33	0.3	1.33	6/191	1	2	obscurin-like 1
293T_HA-HERC2_F3_Exp1	COPG2	26958	sp|Q9UBF2|COPG2_HUMAN	0.94	0.86	1.5	1.31	10.39	1.02	14/191	9	2	coatomer protein complex, subunit gamma 2
293T_HA-HERC2_F3_Exp1	COPG	22820	sp|Q9Y678|COPG_HUMAN	0.94	0.85	1.5	1.29	8.12	1	14/191	9	2	coatomer protein complex, subunit gamma
293T_HA-HERC2_F3_Exp1	COPA	1314	sp|P53621-2|COPA_HUMAN	1.01	1.14	0.96	1.25	9.91	1.52	40/191	30	2	coatomer protein complex, subunit alpha
293T_HA-HERC2_F3_Exp1	TMED10	10972	sp|P49755|TMEDA_HUMAN	0.52	0.48	1.4	1.2	6.06	1	5/191	1	2	transmembrane emp24-like trafficking protein 10 (yeast)
293T_HA-HERC2_F3_Exp1	CACYBP	27101	sp|Q9HB71|CYBP_HUMAN	0.74	0.74	1.14	1.19	3.66	1.21	15/191	6	2	calcyclin binding protein
293T_HA-HERC2_F3_Exp1	PSMD14	10213	sp|O00487|PSDE_HUMAN	0.41	0.62	0.51	1.17	0.26	2.71	24/191	3	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14
293T_HA-HERC2_F3_Exp1	HLA-C	3107	sp|P10321|1C07_HUMAN	0.67	0.61	1.35	1.15	4.14	1	9/191	3	2	major histocompatibility complex, class I, C
293T_HA-HERC2_F3_Exp1	KRT75	9119	sp|O95678|K2C75_HUMAN	0.55	0.55	1.1	1.13	0.81	1.2	9/191	2	2	keratin 75
293T_HA-HERC2_F3_Exp1	PSMD7	5713	sp|P51665|PSD7_HUMAN	0.38	0.54	0.52	1.11	0.1	2.48	19/191	2	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7
293T_HA-HERC2_F3_Exp1	COPB1	1315	sp|P53618|COPB_HUMAN	0.84	0.96	0.8	1.09	8.48	1.58	39/191	20	2	coatomer protein complex, subunit beta 1
293T_HA-HERC2_F3_Exp1	PSMD12	5718	sp|O00232|PSD12_HUMAN	0.41	0.68	0.38	1.09	0.06	3.34	41/191	5	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 12
293T_HA-HERC2_F3_Exp1	COPE	11316	sp|O14579|COPE_HUMAN	0.7	0.64	1.27	1.09	7.19	1	11/191	4	2	coatomer protein complex, subunit epsilon
293T_HA-HERC2_F3_Exp1	SORT1	6272	sp|Q99523|SORT_HUMAN	0.58	0.53	1.24	1.06	8.13	1	8/191	2	2	sortilin 1
293T_HA-HERC2_F3_Exp1	VDAC2	7417	sp|P45880-1|VDAC2_HUMAN	0.58	0.53	1.24	1.06	4.47	1	8/191	2	2	voltage-dependent anion channel 2
293T_HA-HERC2_F3_Exp1	PSMD3	5709	sp|O43242|PSMD3_HUMAN	0.44	0.69	0.4	1.02	0.15	2.98	43/191	6	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3
293T_HA-HERC2_F3_Exp1	PSMD11	5717	sp|O00231|PSD11_HUMAN	0.4	0.58	0.47	1.02	0	2.55	26/191	3	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11
293T_HA-HERC2_F3_Exp1	ARCN1	372	sp|P48444|COPD_HUMAN	0.84	0.86	0.94	1.02	11.38	1.27	29/191	15	2	archain 1
293T_HA-HERC2_F3_Exp2	HERC2	8924	sp|O95714|HERC2_HUMAN	4.09	4.39	8.66	10.32	7.6	1.39	8/191	98	2	hect domain and RLD 2
293T_HA-HERC2_F3_Exp2	RPAP3	79657	sp|Q9H6T3-2|RPAP3_HUMAN	2.48	2.26	10.5	9	12.96	1	2/191	9	2	RNA polymerase II associated protein 3
293T_HA-HERC2_F3_Exp2	SEMG1	6406	sp|P04279|SEMG1_HUMAN	1.65	1.54	7	6.3	1.95	1.05	2/191	4	2	semenogelin I
293T_HA-HERC2_F3_Exp2	SEMG2	6407	sp|Q02383|SEMG2_HUMAN	1.65	1.5	7	6	2.38	1	2/191	4	2	semenogelin II
293T_HA-HERC2_F3_Exp2	FKBP5	2289	sp|Q13451|FKBP5_HUMAN	1.54	1.99	2.77	4.8	3.43	2.02	11/191	19	2	FK506 binding protein 5
293T_HA-HERC2_F3_Exp2	WDR92	116143	sp|Q96MX6|WDR92_HUMAN	1.17	1.06	4.95	4.24	9.9	1	2/191	2	2	WD repeat domain 92
